Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Loyola (IL),16,2,.889,26,5,.839,71.0,56.1,15.1,1.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Drake,15,3,.833,26,5,.839,75.9,64.5,9.4,-0.5,NCAA Tournament
3,Missouri State,12,6,.667,17,7,.708,73.4,66.4,5.2,0.0,
4,Indiana State,11,7,.611,15,10,.600,66.5,65.8,2.0,1.9,
5,Northern Iowa,7,11,.389,10,15,.400,69.5,71.2,-1.7,2.4,
5,Evansville,7,11,.389,9,16,.360,64.8,69.6,-4.9,0.0,
5,Valparaiso,7,11,.389,10,18,.357,65.0,67.9,-4.2,1.1,
8,Bradley,6,12,.333,12,16,.429,69.6,66.6,0.3,1.2,
9,Southern Illinois,5,13,.278,12,14,.462,65.5,68.1,-3.6,0.7,
10,Illinois State,4,14,.222,7,18,.280,72.0,74.8,-5.5,0.4,
